	tSNE1	tSNE2
k141_5196	45.72253	-1.7564698
k141_9257	-26.899252	5.3492694
k141_1079	-14.886075	-3.403404
k141_29378	-10.378665	-56.67314
k141_1080	-26.769	-61.24962
k141_9259	8.421265	-24.69582
k141_16960	17.497292	-7.559203
k141_1083	5.8737593	-7.8137045
k141_9260	-4.267652	-20.220556
k141_13198	55.663357	6.755969
k141_16961	-8.281498	-54.735565
k141_25407	38.79256	27.838688
k141_1085	-7.838674	-18.295038
k141_13200	-27.49861	19.466516
k141_9263	-5.831401	-12.393676
k141_5203	-50.555336	20.718504
k141_29383	-45.23474	-37.91306
k141_9265	25.138926	38.459797
k141_1088	-49.57244	13.262032
k141_5204	38.94318	35.92876
k141_1089	16.148794	-8.576951
k141_29388	20.721912	33.84502
k141_25408	39.90914	15.005028
k141_1090	15.232367	-0.7070972
k141_5207	-17.37595	6.951918
k141_16965	-11.344066	-9.635024
k141_29389	17.82744	1.035676
k141_25409	-49.48235	10.378529
k141_29390	6.5490117	-16.251612
k141_5208	-29.658966	-17.658983
k141_9272	-18.59637	9.776098
k141_16967	4.5238404	-29.285923
k141_5209	16.294506	-47.81329
k141_29391	2.4024982	-32.258026
k141_1093	-46.72018	-32.54261
k141_5212	-25.70546	-64.55931
k141_29394	-23.618399	17.113813
k141_1095	-8.627822	19.983944
k141_9278	-34.982	7.8423862
k141_25413	35.34212	33.436626
k141_29395	31.20778	-40.790833
k141_9279	-8.36657	-45.33165
k141_29396	-8.933685	55.496395
k141_16973	-43.44684	-43.061714
k141_1099	-9.544275	25.287384
k141_9280	-14.917871	-20.358145
k141_5213	24.78705	3.6383164
k141_5214	27.76533	-0.22402246
k141_29401	-12.363157	-19.927296
k141_1100	8.868297	-12.789542
k141_9283	-26.814034	-61.522995
k141_1104	-40.499397	9.854178
k141_9284	-51.727795	-28.767044
k141_16974	35.947823	11.578905
k141_5219	9.287252	-23.290531
k141_29402	37.987045	7.880425
k141_1106	-6.553479	-35.484238
k141_29404	-23.920076	-16.2814
k141_16980	9.64031	15.743375
k141_5226	-38.493027	7.636704
k141_29405	44.776043	42.367348
k141_29406	-12.242936	-36.311573
k141_29407	20.17994	21.994308
k141_5230	-10.082177	-30.873713
k141_5234	35.51441	-53.04949
k141_9290	-46.226105	23.67136
k141_16981	-50.986324	-30.201052
k141_29410	18.308342	-51.194008
k141_16982	-1.6411178	10.698134
k141_5236	50.28001	9.861388
k141_16983	-9.575324	-38.44059
k141_29415	20.024881	8.968711
k141_25414	-17.912317	60.33365
k141_16984	34.913605	43.03073
k141_9295	-8.567989	7.748767
k141_29418	14.396778	30.706337
k141_29419	10.957134	10.269547
k141_25416	-34.85654	31.594547
k141_5239	50.30956	42.777557
k141_29420	33.019203	36.238785
k141_9298	-0.16012526	-3.0741935
k141_5240	-21.78523	-60.455185
k141_29421	16.993147	15.999209
k141_29423	0.83443344	68.507095
k141_25419	-22.686897	12.452449
k141_16992	-11.2168455	-65.441284
k141_5242	4.174519	-32.142586
k141_9306	-24.045464	-1.5132524
k141_5243	-30.631926	30.518986
k141_16994	52.846294	13.047531
k141_9308	32.053246	35.019096
k141_16995	0.6680454	70.80814
k141_5244	-48.514248	14.00433
k141_29429	33.023438	26.303732
k141_9310	20.033945	34.962254
k141_29430	-5.7731247	32.47553
k141_16996	20.724735	-36.808624
k141_5245	20.970148	6.4630675
k141_9312	-12.293376	-52.928787
k141_29431	-46.379982	-32.80682
k141_25422	-33.591915	16.3824
k141_29433	2.038422	16.63734
k141_5246	32.362007	13.170604
k141_9316	-10.959534	30.300276
k141_25425	-33.340836	22.736015
k141_29436	-5.776812	32.47846
k141_5247	-9.591184	9.48356
k141_25426	-38.872326	5.5381975
k141_17005	29.33486	-54.194103
k141_29438	-7.0314484	1.0268747
k141_9321	25.474035	24.802101
k141_25428	8.308346	27.752348
k141_1107	-33.137005	17.622221
k141_25430	-12.331411	-0.12219396
k141_5248	-48.86118	-33.402397
k141_9330	2.0469768	-24.510073
k141_25432	16.217136	-52.8902
k141_5250	-2.0668626	49.771095
k141_9331	29.049635	23.650064
k141_17007	9.015893	-27.814232
k141_25433	-33.899982	27.444527
k141_9332	-32.956787	-57.406982
k141_5252	-51.069477	20.709646
k141_25434	30.093761	44.83273
k141_1108	7.2882423	-34.73422
k141_17009	9.134897	-28.126587
k141_5256	15.538655	2.1765273
k141_9334	-24.40183	-15.035398
k141_17011	-25.36954	3.1682112
k141_25438	13.557739	-15.666642
k141_1111	34.45988	-48.977806
k141_29440	17.358839	-17.248383
k141_1112	-20.349371	11.890341
k141_29441	31.954361	48.836094
k141_5264	-13.835215	51.600693
k141_25441	-10.7202425	50.74626
k141_17015	-2.6253376	-1.8727316
k141_9337	42.358685	36.74533
k141_1117	1.9329304	22.128649
k141_5265	-46.088707	-34.930656
k141_17019	17.959326	5.764203
k141_9339	32.321625	-44.59149
k141_25445	-46.28022	-35.323605
k141_1119	-13.389725	4.082719
k141_29448	50.680374	11.79953
k141_5269	-40.21949	-42.473103
k141_9340	-44.51871	6.897171
k141_5270	-10.28637	-20.74029
k141_1120	-47.424625	-33.01469
k141_29450	30.538105	6.833216
k141_5273	-11.839925	22.010794
k141_25452	-25.42885	-65.132675
k141_5274	34.343296	48.896847
k141_9345	35.816795	3.5885348
k141_17021	48.82602	8.87089
k141_5275	23.921259	-53.038998
k141_29452	20.382286	-3.6922963
k141_1123	-2.2298615	-14.23053
k141_29453	-14.627228	-22.790154
k141_5276	-27.31655	-63.11923
k141_5277	-13.077843	-35.07965
k141_29457	12.142457	12.855957
k141_25457	4.2779584	5.2418857
k141_5279	-13.297082	52.462044
k141_1131	-6.0030856	-34.421856
k141_17026	-0.14414895	-42.44482
k141_9355	-10.903551	-68.49205
k141_29460	11.19152	-36.134987
k141_25463	-47.708168	-39.679493
k141_1138	5.868815	-47.34674
k141_9361	-5.3225646	-11.062894
k141_17028	29.77656	-51.259136
k141_5280	-13.32737	53.009613
k141_25465	8.896844	-10.004045
k141_9363	-30.327057	10.189819
k141_29466	-51.478405	-26.777748
k141_5282	26.806208	-11.578292
k141_1141	7.421585	-9.390954
k141_25466	25.631918	-19.72437
k141_17031	42.606693	46.092766
k141_29467	1.773399	-47.045902
k141_5284	-26.083017	-61.4577
k141_9364	-16.124828	66.470955
k141_25467	-50.700115	-28.86114
k141_29468	16.68162	-56.06168
k141_9365	4.1861696	-16.127928
k141_1142	-14.66058	25.581764
k141_29471	-21.394737	9.415474
k141_5289	-30.513588	-60.511723
k141_9367	-7.244869	-32.767273
k141_17035	-49.335693	-36.27894
k141_9369	5.8322268	-31.482735
k141_29474	3.5455368	-45.172615
k141_1143	-49.02858	19.154383
k141_5294	-49.26673	-26.945557
k141_1144	-32.48785	21.5039
k141_29477	12.72706	19.119915
k141_9371	-12.382828	-57.581512
k141_17038	41.822956	26.22237
k141_1146	31.793917	43.748245
k141_9373	-28.622787	-63.11768
k141_17039	16.172953	-10.114066
k141_25468	-22.672623	66.37339
k141_13203	-10.623282	18.567492
k141_5299	22.964653	-30.878775
k141_9376	11.001028	33.96023
k141_1147	-23.69639	3.7391934
k141_5300	-5.8359795	27.412668
k141_29485	-41.54958	17.928358
k141_25474	10.234788	24.165577
k141_1148	23.07927	7.077221
k141_13207	24.079994	25.652834
k141_1150	-29.741251	-62.112534
k141_17045	-27.404575	25.815563
k141_29486	12.115579	-14.972155
k141_5305	-6.1669717	-9.7716675
k141_13208	10.53681	-16.721672
k141_1151	-46.45447	-29.266834
k141_5306	20.410074	-47.9644
k141_9384	-8.976641	49.72238
k141_25477	-46.807396	-35.706383
k141_1153	-3.2369246	-30.339441
k141_5308	-45.511497	6.3330812
k141_17047	-12.983065	50.77213
k141_1154	1.8421034	9.184038
k141_25480	28.769758	-7.275257
k141_29490	35.338634	30.778988
k141_1155	-1.3112267	61.064518
k141_5311	-32.09316	-57.9875
k141_17048	31.699123	-1.131464
k141_1156	18.240961	-49.96656
k141_25481	-42.210716	-35.208916
k141_9387	-10.882593	16.620792
k141_29494	-17.850079	15.539194
k141_1159	-14.355321	-54.267796
k141_5313	-35.3986	19.466215
k141_17055	-49.749954	-31.92956
k141_1161	-9.026592	-27.812164
k141_9392	-11.800831	1.6492062
k141_13225	-8.938494	50.169945
k141_29498	46.732212	37.92595
k141_13227	0.57047874	-17.052992
k141_17056	39.879173	32.596924
k141_9395	-40.222633	-37.049995
k141_29499	-21.280668	-49.9418
k141_1164	-3.8820982	-15.766263
k141_9396	-41.41109	9.78367
k141_17058	-8.920547	51.910522
k141_29501	5.0852613	-49.051834
k141_13228	-43.602303	26.305634
k141_1166	-4.4868255	-5.6846614
k141_5325	28.809978	37.478077
k141_17060	22.498768	25.902859
k141_29504	8.5910635	14.26038
k141_13230	42.84278	45.995342
k141_9397	-42.821743	25.773785
k141_17064	13.490407	11.416222
k141_5328	2.4284925	49.504322
k141_25483	-53.29887	-39.40222
k141_5329	27.079031	-9.657579
k141_29505	-5.096449	48.6239
k141_25484	-23.851858	-65.62443
k141_17068	34.702347	-42.949093
k141_13232	-51.072983	-34.05242
k141_13233	-37.03342	10.309296
k141_25487	-11.353535	22.935469
k141_1174	37.86677	13.353905
k141_29506	15.819955	28.514172
k141_5337	-9.952635	-52.402515
k141_13234	-39.269066	-47.594074
k141_17072	31.854612	19.069193
k141_5339	-23.648972	-61.015446
k141_13235	26.059067	31.033709
k141_5342	-29.261614	-63.956844
k141_17074	23.87414	1.8219962
k141_1176	-40.86261	23.022589
k141_29509	47.145752	6.960265
k141_5344	-19.878853	5.3309546
k141_1179	-11.879132	-49.450787
k141_5345	28.754734	6.8683133
k141_1180	-7.434928	-39.012184
k141_29510	8.18691	-52.399174
k141_13241	-6.878102	8.8396
k141_25495	-8.716669	26.602892
k141_17076	39.188103	24.91496
k141_25496	25.64034	29.225285
k141_5349	-39.628876	-46.398422
k141_1183	12.122744	7.488361
k141_13242	-33.7488	31.152328
k141_5350	21.971579	-41.82086
k141_17077	-40.66332	-44.154076
k141_29512	38.442986	17.610779
k141_25497	14.945485	18.232855
k141_13245	11.131194	-9.312382
k141_29515	-35.56448	9.672603
k141_17079	-26.585714	30.324104
k141_25500	24.143627	39.53804
k141_5355	-2.4845645	-31.014242
k141_1184	-13.120945	53.589325
k141_9402	47.76878	6.6324344
k141_13246	45.122147	43.09927
k141_5356	-1.9840844	-28.402447
k141_25501	-0.7043065	-21.419086
k141_9403	18.732506	-2.5304506
k141_1186	-7.8769803	56.919613
k141_17084	30.345	22.328335
k141_5361	-21.160292	13.200371
k141_5362	-50.52109	8.23381
k141_25508	-3.3872578	-8.71657
k141_13248	47.56312	42.97119
k141_1193	-25.591175	-59.598476
k141_13249	-7.2374706	-52.46915
k141_1194	-12.072984	-9.14296
k141_17088	31.745422	-46.652218
k141_9405	46.641773	36.680767
k141_5365	-49.12493	18.969122
k141_17090	-10.8644705	4.038004
k141_9409	-9.145294	-42.979618
k141_17092	15.00545	-34.268227
k141_13251	5.834738	8.516708
k141_9410	-10.2719145	2.1030874
k141_1201	-11.726244	-65.40669
k141_29517	51.92357	5.749334
k141_5372	25.337568	-40.8886
k141_1202	-20.979315	-20.013636
k141_9412	-47.53908	14.610413
k141_13252	-8.448624	-39.33574
k141_29521	-0.5149356	66.9258
k141_25509	56.087414	4.864468
k141_5373	-17.466293	12.388883
k141_1205	-30.345345	-58.667942
k141_9417	28.954165	3.927198
k141_13258	-1.5406216	-12.926585
k141_25510	-39.665607	25.503706
k141_29522	-10.7799425	-68.676506
k141_9419	-11.135007	-37.967823
k141_17094	-52.317406	-35.71271
k141_29524	20.43371	21.533058
k141_1208	-40.356136	-39.570126
k141_13260	16.756432	-56.14251
k141_1209	-17.01605	-42.797363
k141_25511	-21.207588	-5.4387884
k141_29528	34.82141	45.62799
k141_17096	-28.642418	17.459433
k141_1210	5.914942	-14.14128
k141_5384	-0.11065717	-44.033043
k141_9423	41.420498	5.5277195
k141_17097	3.1142786	-29.018501
k141_17099	4.180766	-19.118809
k141_13266	-51.320347	17.4212
k141_5388	18.214724	7.1961308
k141_29532	11.556398	-41.29173
k141_1211	-23.933092	-6.752298
k141_25515	-45.00087	-44.917694
k141_5389	-27.963745	30.68856
k141_5390	0.62336445	-41.78535
k141_17103	-28.613626	-59.04737
k141_29534	-0.70109785	-22.633476
k141_1215	-8.489652	16.598068
k141_5392	14.628703	-47.95149
k141_29536	-37.88483	-47.088387
k141_25520	15.214721	18.48407
k141_13274	47.014103	46.230194
k141_1219	-7.5020804	-41.785393
k141_13275	-38.904907	-36.61629
k141_25523	-9.662867	-1.4163898
k141_5400	17.64916	-46.895546
k141_1222	5.3143964	-38.332306
k141_1225	-11.835252	-43.046154
k141_9429	44.183895	6.289461
k141_5406	-11.344045	-54.52326
k141_13283	11.029641	-10.756865
k141_9431	-0.4556947	-36.724907
k141_25527	-48.98703	-33.29596
k141_1229	16.349468	-50.772327
k141_9432	-2.5035932	-37.600933
k141_29538	-23.683184	66.98553
k141_29539	0.4244141	-14.464999
k141_1231	15.127049	-3.9845648
k141_5408	3.6411564	-40.266
k141_9434	-33.195244	22.808783
k141_1232	17.497292	20.268934
k141_5409	25.624876	39.190533
k141_29540	22.706884	-48.427208
k141_9435	21.908482	25.973263
k141_25533	3.6468713	-47.526142
k141_1234	2.1549132	-46.825607
k141_9437	-6.157571	-51.9002
k141_5410	15.381551	-54.396942
k141_1235	20.632715	-28.828365
k141_25534	-14.226892	54.949608
k141_1236	-51.22297	-27.828209
k141_13285	41.39711	15.712258
k141_29545	27.841867	-56.823666
k141_5412	-25.97028	-67.954544
k141_5413	-21.551949	26.677305
k141_9444	-8.280573	8.809837
k141_5415	21.365784	-51.50084
k141_9447	-40.385876	14.514502
k141_25543	-12.55982	69.62093
k141_1240	-14.273044	13.697663
k141_29546	6.6632376	-36.221714
k141_9448	38.079082	16.364202
k141_1241	37.566532	47.84843
k141_5419	22.468893	0.21623397
k141_29548	-37.55706	26.973053
k141_5420	29.968334	-29.908049
k141_1242	17.556307	11.640222
k141_9450	26.832819	38.149857
k141_13288	39.35854	17.040504
k141_17104	-7.987899	-70.643295
k141_1243	23.078247	-3.1260135
k141_25544	-50.93261	-38.300724
k141_17105	8.303573	-14.318443
k141_13289	-24.906284	22.539717
k141_1245	-30.720488	-61.417614
k141_29549	44.91702	23.41524
k141_25545	-37.344364	33.859936
k141_5430	-6.354248	-55.73551
k141_9453	-43.548748	-45.93696
k141_13290	-47.912556	-30.137255
k141_29552	-23.002312	-8.536569
k141_9455	-13.282725	56.798164
k141_5431	28.434946	-55.50281
k141_17110	16.962072	-51.741695
k141_1248	-19.64113	68.34343
k141_9457	-3.8154783	-2.3094459
k141_25548	-34.774975	20.179457
k141_29553	14.192664	-20.906843
k141_1250	-43.60378	-27.592962
k141_9458	37.62234	34.176376
k141_29554	15.410226	31.161802
k141_5438	-3.0224288	-21.46636
k141_13292	30.099869	19.019043
k141_1254	7.0271773	-36.601826
k141_9463	2.1198585	-50.421898
k141_17111	19.823956	-16.27783
k141_5442	-23.161037	-53.179
k141_13296	-23.046001	16.759834
k141_1255	-50.719284	19.855223
k141_17112	13.1455	-51.285755
k141_9469	28.004131	-37.401302
k141_25550	-53.425552	-39.101257
k141_1259	-24.05557	-5.1056542
k141_13299	-7.4346385	4.433538
k141_9471	34.957455	-47.76344
k141_29565	50.374393	12.21231
k141_1263	4.748982	33.04841
k141_5451	-34.703884	30.656918
k141_29567	-16.692648	-22.030315
k141_13304	19.588076	-51.457077
k141_5455	30.136398	-30.864464
k141_29569	-9.357478	-3.0358284
k141_25556	-49.923595	-34.344185
k141_17116	-32.68866	15.819291
k141_5458	-38.019676	-35.87362
k141_29573	6.303785	23.578142
k141_5462	-29.912539	-57.625732
k141_13310	-19.325443	67.085915
k141_17120	1.4516904	-41.13528
k141_5463	-19.23712	-4.9193206
k141_29577	-37.59368	25.934885
k141_29578	7.5630107	-2.0299737
k141_1265	56.405457	5.9964614
k141_5467	-0.70469415	-49.47783
k141_1266	7.790555	-43.634068
k141_29580	24.252056	20.749994
k141_1267	15.964062	33.142826
k141_13312	-11.788319	15.648389
k141_5469	2.1205826	-34.33933
k141_25559	47.34947	5.788636
k141_17126	20.779207	-54.279915
k141_5470	19.361187	37.858284
k141_29581	30.26614	24.483458
k141_13314	-7.3899307	52.00199
k141_25561	-5.7976193	53.793068
k141_29582	-1.7455539	-42.119144
k141_29583	-1.619423	68.24293
k141_17130	2.8376443	2.6876266
k141_5472	33.83104	8.741712
k141_29585	-31.266985	-59.16538
k141_1268	-50.77858	-34.354836
k141_13316	-17.515774	6.923892
k141_9472	-21.493874	63.755623
k141_17132	34.525284	43.091743
k141_25562	44.1378	17.73506
k141_17133	27.084198	-43.509033
k141_29586	9.004544	-37.69358
k141_5477	14.705506	-5.3000093
k141_17136	29.388027	24.806978
k141_9478	26.1206	27.122442
k141_29588	17.460232	-50.979336
k141_13319	-46.946167	-44.360767
k141_29589	-17.503159	20.65637
k141_13320	-53.16408	18.908258
k141_29590	-41.648735	2.19475
k141_17140	1.0833604	-7.5325675
k141_25566	0.31378746	4.251516
k141_5480	5.4786935	18.522234
k141_1272	43.958138	-1.5496389
k141_25569	-38.35443	7.706729
k141_17142	-52.005882	20.279804
k141_1273	30.135008	-42.419193
k141_9481	-46.0649	-45.323147
k141_29597	19.102339	25.279297
k141_17143	3.2341866	-35.894043
k141_13323	15.900115	-51.819195
k141_1275	-22.62555	27.933289
k141_17145	17.228922	16.665695
k141_29599	-9.130453	-27.82331
k141_1276	-48.319035	-33.220493
k141_25574	-46.07509	-24.711283
k141_9488	29.967543	-49.64131
k141_13325	-5.3885465	-14.039495
k141_5492	-41.72772	-45.12982
k141_17148	-20.776901	23.550312
k141_1278	-1.9465357	-7.085482
k141_25575	-49.18312	-30.891752
k141_17149	13.869653	-1.2147018
k141_1279	-1.4230874	-23.93981
k141_29608	-43.22003	-31.293135
k141_5493	-15.652838	11.801598
k141_9489	43.255005	21.834555
k141_17150	13.438718	-32.44372
k141_25578	-24.396116	-65.265724
k141_29611	15.513346	42.79078
k141_5495	26.699654	34.47178
k141_9493	11.772936	-24.998783
k141_17151	-24.505587	27.436913
k141_29614	23.913359	-44.47847
k141_25582	-18.969477	-56.467625
k141_1280	-36.042118	16.233992
k141_5499	-4.0360374	-26.571238
k141_29615	39.687626	39.210724
k141_1281	22.927198	-30.797142
k141_25583	5.443434	0.7101857
k141_5500	31.191364	45.16869
k141_13327	40.78075	20.40584
k141_29618	-27.760118	-19.312254
k141_5502	-21.187426	-50.33987
k141_1283	-43.266327	-32.891956
k141_29619	32.62136	39.815125
k141_17154	-35.233414	20.563776
k141_29621	5.147467	-15.045616
k141_1286	15.923942	-13.466719
k141_13328	-14.415004	69.72584
k141_5504	-11.551164	-19.116385
k141_25585	-22.085058	68.20725
k141_29622	-21.052015	-24.996412
k141_1288	21.925331	-20.532106
k141_1290	2.9335947	-23.235792
k141_5506	-16.034555	59.083416
k141_13330	26.20143	11.313839
k141_1291	-44.749065	5.6244373
k141_17161	-28.806019	-19.335314
k141_20711	45.89012	-2.189934
k141_1292	-51.103916	16.301397
k141_29632	6.5241795	5.0820036
k141_25589	17.966633	5.496724
k141_5509	30.096998	18.732172
k141_17162	-10.755409	-9.720743
k141_20713	-30.039927	-58.6641
k141_5510	-26.921448	-62.776875
k141_9496	53.43645	4.572317
k141_1293	-34.692688	23.310587
k141_13334	23.35071	-4.671059
k141_17163	33.350548	31.922718
k141_5511	6.1600842	21.26738
k141_20715	13.5127535	14.155964
k141_9498	9.202433	-33.36318
k141_17166	-6.255752	-13.900177
k141_13338	-2.2137825	66.69857
k141_20717	-48.58196	-31.589062
k141_5517	-11.525638	-22.08909
k141_9501	21.884483	-12.786265
k141_1294	-40.865017	22.77071
k141_9502	-43.181145	13.593449
k141_25592	-41.22257	-35.838413
k141_17169	-40.760555	-38.494907
k141_13342	-9.882442	52.680485
k141_1297	-9.410437	-46.60716
k141_5519	30.713312	-52.302338
k141_9505	-15.505505	-11.189474
k141_17170	29.96839	-29.10169
k141_13343	-19.963066	4.9551086
k141_1299	-11.431369	58.37492
k141_25593	-52.581585	-28.88431
k141_5522	-21.298895	10.253731
k141_13347	-8.225379	-45.264866
k141_1303	-9.739449	-38.788765
k141_17173	-8.558488	1.6176565
k141_20718	44.815876	20.907501
k141_9510	29.516684	17.99352
k141_1305	-45.140453	28.69162
k141_29633	41.68994	23.55302
k141_20719	-6.6378865	-6.004924
k141_17177	12.824603	18.116915
k141_29635	-37.28186	34.38735
k141_5526	21.27283	-12.221008
k141_17178	31.470016	-49.144226
k141_29636	-39.77265	12.222294
k141_5527	-44.77603	17.10563
k141_5528	-48.57639	-31.035664
k141_29640	22.3414	-46.35259
k141_20721	56.913795	5.3975425
k141_1315	-36.302227	10.968978
k141_17180	-12.300082	-58.675934
k141_13350	4.187973	-40.431812
k141_1316	-15.376756	5.4157577
k141_9526	19.418364	-26.677046
k141_13351	-12.153049	-12.086105
k141_20725	27.314995	-37.104855
k141_25600	9.960124	-31.968357
k141_9527	26.321104	40.861496
k141_13353	8.916085	-5.3769946
k141_17185	24.716293	48.202744
k141_29648	27.255575	25.089695
k141_20726	47.494457	11.259072
k141_9528	0.053554144	-24.77107
k141_25601	-0.3528151	-12.168494
k141_5529	41.34865	21.727896
k141_20727	-14.366338	57.436848
k141_1323	-15.53879	-2.366971
k141_9531	-1.8058835	66.930244
k141_20728	-27.579826	28.705051
k141_29649	-43.363785	-34.199207
k141_25605	-0.14749506	69.557045
k141_29650	11.735591	1.0027078
k141_13357	-14.652474	-2.182214
k141_1328	18.803457	39.202026
k141_17193	33.150486	40.601303
k141_1329	1.951226	-0.9114444
k141_25606	-48.966515	-33.85489
k141_17194	-4.0410624	13.326668
k141_13358	20.92073	17.50826
k141_1330	32.722878	-46.066734
k141_9535	-32.661087	26.95245
k141_29657	-41.964706	11.618892
k141_17196	-14.06296	-55.969257
k141_29658	7.661638	17.549973
k141_13360	0.7111595	-49.54673
k141_1332	-38.17247	30.427006
