	UMAP1	UMAP2
k141_25319	3.1276717	4.8161025
k141_973	-0.6183341	4.7980824
k141_16873	5.5891085	-4.3538013
k141_5130	7.4259324	-5.9160824
k141_974	6.4472675	14.379587
k141_5131	0.89277273	5.969007
k141_25321	-0.99882066	4.4399815
k141_29283	5.90828	2.7370615
k141_5133	6.89959	4.328827
k141_16876	0.07939355	6.367382
k141_29285	7.0141177	7.062443
k141_5135	4.7570577	3.6124547
k141_16878	8.08654	1.6064092
k141_25323	0.4244355	5.892848
k141_5138	8.216518	1.2747996
k141_16879	7.6797967	1.9633832
k141_975	5.198296	17.170927
k141_25331	4.514265	5.3203025
k141_5142	3.4519682	4.864323
k141_979	7.0577426	3.7051468
k141_16880	7.879115	2.3090584
k141_25333	1.9183813	4.3800583
k141_29287	5.764724	-6.273372
k141_5145	5.166631	3.9185338
k141_29289	3.336324	4.974125
k141_16882	4.417461	4.8000417
k141_25338	0.66359466	5.635205
k141_987	6.957943	6.4109273
k141_991	7.0534034	1.9339119
k141_29293	-1.9060792	4.252216
k141_5150	8.466885	6.739025
k141_16885	7.088767	3.41514
k141_29297	6.305111	14.230434
k141_25342	8.136177	1.6645154
k141_5155	5.981568	5.6828156
k141_5156	0.35944524	4.6353316
k141_29298	-1.797133	4.4794726
k141_994	4.933288	17.16368
k141_16894	6.21601	4.4906316
k141_29304	6.822301	-4.319308
k141_5162	1.1105256	4.3266373
k141_995	5.460191	4.7938857
k141_25343	4.960716	17.357288
k141_16895	7.1099095	1.3770252
k141_997	3.9270554	4.2768793
k141_29307	6.3364267	14.187109
k141_16896	2.2673244	4.6137
k141_25346	5.009025	3.1252034
k141_29310	1.5382684	4.3414874
k141_5174	8.581724	1.282068
k141_16898	-1.7535774	4.474915
k141_29312	8.217863	1.36858
k141_1005	4.288854	4.065274
k141_25352	4.2651057	4.749276
k141_1008	-1.0618327	4.337028
k141_29313	6.109837	4.884955
k141_16902	0.49400046	5.8210807
k141_1009	-1.1971214	4.1961865
k141_5176	8.7559805	6.7205596
k141_25354	3.382707	5.149775
k141_1011	6.19379	14.399868
k141_29318	2.5372608	4.8566394
k141_5177	6.316464	3.476435
k141_9221	5.858249	-6.656838
k141_25357	7.3191485	2.4995115
k141_1015	7.918971	6.064941
k141_29320	1.1401887	5.295031
k141_25360	6.136125	14.45172
k141_29324	5.6742954	4.987496
k141_25361	8.004141	2.0394573
k141_5183	2.269324	4.3607445
k141_25362	-0.72510374	4.6234784
k141_29326	7.5502195	7.448316
k141_1026	4.9528823	4.648278
k141_1028	0.24441832	6.092376
k141_25366	4.6757274	17.087276
k141_29329	7.6315966	1.9878885
k141_1031	4.865094	4.657736
k141_29330	5.190937	3.9428244
k141_16905	9.274291	5.3589153
k141_9224	8.113233	6.0474367
k141_25370	3.664681	4.9497437
k141_9225	7.9041295	8.340563
k141_16907	2.5420458	4.863805
k141_29333	5.6045046	3.139008
k141_9228	4.4778214	4.055212
k141_25371	5.295132	5.2995706
k141_16912	5.6461844	3.0669835
k141_1042	3.7681534	4.315806
k141_13173	8.318161	5.919127
k141_25374	-1.3005954	4.1324987
k141_9230	7.89371	1.9746293
k141_1044	6.3528748	4.180554
k141_29342	5.2735047	16.338648
k141_16917	1.5540192	5.2623796
k141_5185	8.816197	5.258629
k141_1045	5.0429654	5.561751
k141_25378	-1.2421334	4.2845993
k141_29346	7.5017014	1.8973843
k141_25379	7.704495	1.4433836
k141_5189	7.673234	8.184686
k141_1050	7.9610066	8.205821
k141_29349	6.1612673	14.472341
k141_25383	-1.2355391	4.148435
k141_1052	0.23508501	6.0539494
k141_9239	7.633231	2.1715317
k141_1054	2.9748294	4.865679
k141_29350	-2.041848	4.2129474
k141_25387	6.679987	1.7611704
k141_5194	4.3034744	3.2335458
k141_1055	-1.2691388	4.169968
k141_16924	3.7632911	5.0243964
k141_29351	2.1238382	4.916915
k141_29352	6.656851	6.891888
k141_25389	1.2984937	5.1340475
k141_16926	7.779974	1.044595
k141_9249	-0.9971331	4.240814
k141_1059	3.1893675	4.5757627
k141_29353	7.337467	1.081609
k141_9250	7.2539907	2.0311165
k141_25391	8.062433	8.119632
k141_1060	6.222908	14.456183
k141_16928	7.9142904	1.7613558
k141_25392	4.9514904	16.250229
k141_13176	7.515706	2.3066168
k141_29359	5.571466	2.7218506
k141_16929	-0.784056	4.6161437
k141_9252	3.7314682	4.5958357
k141_29360	4.964161	4.656784
k141_25394	4.873805	16.78687
k141_9253	5.8190737	5.6339054
k141_25395	4.578857	17.377295
k141_13182	6.922887	1.8477267
k141_16934	6.70375	3.9886653
k141_25397	4.499083	5.461584
k141_13185	-0.84095335	4.4052787
k141_25398	5.8584642	-5.486672
k141_1064	8.681399	5.202414
k141_25400	5.379689	5.6246905
k141_16937	1.4960918	4.940638
k141_29364	7.576502	2.49591
k141_13188	3.9532776	3.3253524
k141_16938	-1.4608634	4.1588545
k141_29365	7.956167	7.0127773
k141_16939	5.141009	4.614735
k141_13191	6.778519	2.2888713
k141_29366	2.652819	5.0768127
k141_16941	6.222885	5.8480163
k141_29367	5.261279	15.90567
k141_1067	4.907561	17.35302
k141_13192	6.5283036	2.0159655
k141_1069	-1.3157123	3.9088407
k141_13195	3.4582112	4.4972067
k141_29370	8.900746	7.819576
k141_16950	6.4438443	5.382677
k141_1074	0.23416409	6.115857
k141_16951	1.7481368	4.9570045
k141_25402	5.071239	17.023876
k141_1076	-1.4028347	4.3530526
k141_9255	8.134946	15.057014
k141_1077	1.7746359	5.0077395
k141_9256	2.8480372	4.8681483
k141_29375	-1.7964368	4.3599997
k141_16954	6.765041	2.446139
k141_1078	5.9774356	5.957848
k141_29376	7.3835993	-5.9485044
k141_5196	11.306673	6.1633773
k141_9257	6.361604	2.145037
k141_1079	4.370532	3.426057
k141_29378	0.34729564	5.9909196
k141_1080	6.2790794	14.52469
k141_9259	2.629017	4.318825
k141_16960	4.4154053	4.7081456
k141_1083	3.6754408	4.5756927
k141_9260	2.6907053	4.443549
k141_13198	9.240961	5.4616027
k141_16961	0.20944263	5.640402
k141_25407	8.1554985	6.8135824
k141_1085	3.1075256	4.35698
k141_13200	7.06438	1.7142032
k141_9263	3.580562	3.9372513
k141_5203	8.718158	1.366003
k141_29383	5.031972	16.875092
k141_9265	7.6339364	7.477398
k141_1088	8.247711	1.4600229
k141_5204	8.187158	7.4867587
k141_1089	4.0107336	4.616527
k141_29388	7.1018553	6.860295
k141_25408	8.060484	5.943498
k141_1090	4.7378116	4.2265115
k141_5207	6.367938	3.2727993
k141_16965	3.8023005	3.437193
k141_29389	4.858065	5.07786
k141_25409	7.8175716	1.5190907
k141_29390	3.301495	4.827511
k141_5208	11.310889	2.8222463
k141_9272	6.117182	2.91071
k141_16967	2.1652613	4.769788
k141_5209	-0.91684437	4.3513594
k141_29391	1.7715955	4.6181087
k141_1093	4.630474	17.137854
k141_5212	6.22455	14.1649065
k141_29394	6.9259925	2.569532
k141_1095	6.1993494	3.4025722
k141_9278	7.143063	2.151946
k141_25413	7.80683	7.469056
k141_29395	-1.507665	3.8735335
k141_9279	0.52162534	5.4567842
k141_29396	6.051329	-5.5197387
k141_16973	5.4932528	16.47159
k141_1099	6.589898	3.8966088
k141_9280	2.656929	3.8538148
k141_5213	6.0739746	4.2822676
k141_5214	5.4361224	4.6324844
k141_29401	3.209221	3.8187265
k141_1100	3.2297845	4.403132
k141_9283	6.3291397	14.468826
k141_1104	7.49947	2.110979
k141_9284	4.352701	17.274672
k141_16974	7.1704082	5.5141845
k141_5219	2.7255747	4.69474
k141_29402	7.1376305	5.5850177
k141_1106	1.8571683	4.05343
k141_29404	5.583175	-4.327413
k141_16980	5.740757	4.739142
k141_5226	8.095023	1.8886011
k141_29405	8.938719	8.033992
k141_29406	1.2908465	4.573315
k141_29407	6.100423	6.2623034
k141_5230	1.599054	4.156126
k141_5234	-1.9243987	4.083019
k141_9290	8.888488	1.491776
k141_16981	4.4735475	17.264208
k141_29410	-0.8870918	4.5544906
k141_16982	5.9390297	3.2613885
k141_5236	7.8787436	5.3610697
k141_16983	1.3082649	4.425556
k141_29415	6.3121386	5.582932
k141_25414	5.7144475	-6.1917458
k141_16984	8.031926	7.928261
k141_9295	5.6118236	3.4783232
k141_29418	6.493119	5.8454685
k141_29419	5.5137844	5.1073294
k141_25416	7.5129647	0.87410897
k141_5239	9.41961	8.214764
k141_29420	7.7439923	7.444955
k141_9298	4.119113	4.148002
k141_5240	6.110509	14.432074
k141_29421	5.7144556	5.672537
k141_29423	7.3591375	-5.788077
k141_25419	6.839049	2.5779634
k141_16992	5.33445	14.946547
k141_5242	2.4172978	4.987872
k141_9306	5.3636193	2.811338
k141_5243	7.377356	1.1814696
k141_16994	8.374626	5.610055
k141_9308	7.6377597	7.414533
k141_16995	7.4575973	-5.8920107
k141_5244	8.400414	1.2353114
k141_29429	7.5591803	6.866789
k141_9310	7.061865	6.8062887
k141_29430	6.6944594	4.1025915
k141_16996	-0.3664902	4.3275294
k141_5245	5.924876	4.3357344
k141_9312	0.23790796	6.0976286
k141_29431	4.6592298	17.008217
k141_25422	7.501674	2.370738
k141_29433	5.8280144	4.3279805
k141_5246	7.171758	5.834968
k141_9316	7.1765623	3.8623002
k141_25425	7.7829	1.4842831
k141_29436	6.672764	4.064558
k141_5247	4.8786035	3.7019653
k141_25426	7.3818297	1.7709607
k141_17005	-1.9415585	4.3572173
k141_29438	4.7314453	3.466066
k141_9321	6.3325157	6.797325
k141_25428	6.820926	5.469242
k141_1107	7.398922	2.6508327
k141_25430	4.9899793	3.1756554
k141_5248	4.804074	17.209978
k141_9330	2.3943303	4.5048475
k141_25432	-0.635447	4.8156457
k141_5250	7.5924296	8.323175
k141_9331	6.5412626	6.646751
k141_17007	2.1759124	5.0942545
k141_25433	7.522546	1.028954
k141_9332	6.146232	14.952522
k141_5252	8.822814	1.4099928
k141_25434	7.4648366	7.9160137
k141_1108	1.8299588	5.359479
k141_17009	1.9659594	5.0563154
k141_5256	5.4600935	4.6998124
k141_9334	5.59861	-4.375587
k141_17011	5.753011	2.5453591
k141_25438	3.479063	4.755515
k141_1111	-2.021713	3.9828649
k141_29440	3.812009	5.6790586
k141_1112	6.4410205	2.7381947
k141_29441	7.872965	8.460969
k141_5264	5.8492775	-5.1895776
k141_25441	5.8003006	-5.0975003
k141_17015	4.723662	3.8184853
k141_9337	8.6876135	7.6127195
k141_1117	6.298721	4.6932263
k141_5265	4.7646475	17.09107
k141_17019	5.4879785	5.370467
k141_9339	-1.725194	4.009644
k141_25445	4.827316	16.961573
k141_1119	5.037512	3.2050486
k141_29448	8.428056	5.625405
k141_5269	5.2896943	16.36848
k141_9340	7.756942	1.6591574
k141_5270	2.9893787	4.1441536
k141_1120	4.73172	17.046186
k141_29450	6.441577	4.926724
k141_5273	6.552331	3.3510227
k141_25452	6.2186303	14.360441
k141_5274	7.9645596	8.416369
k141_9345	6.9937124	5.248916
k141_17021	8.450138	5.3637877
k141_5275	-1.073718	4.3982325
k141_29452	4.806325	4.937657
k141_1123	3.3862932	4.4801216
k141_29453	2.658543	3.6701488
k141_5276	6.398138	14.515217
k141_5277	1.6362443	4.3097906
k141_29457	5.8332424	5.5591636
k141_25457	5.4409175	4.2320557
k141_5279	5.8033066	-5.2576103
k141_1131	1.6311809	4.4806285
k141_17026	1.1816497	4.7591133
k141_9355	7.7109795	14.933741
k141_29460	1.8648485	5.0398693
k141_25463	5.0820403	16.967848
k141_1138	0.13204035	4.922243
k141_9361	3.7735887	3.9896924
k141_17028	-1.8894863	4.2799125
k141_5280	5.7839117	-5.54153
k141_25465	3.8538525	4.7909107
k141_9363	7.2554173	2.1519964
k141_29466	4.302225	17.182701
k141_5282	5.3075037	5.986459
k141_1141	3.2865067	4.5817494
k141_25466	4.205817	5.3868
k141_17031	8.476472	8.3317
k141_29467	0.69951314	5.186967
k141_5284	6.212457	14.430667
k141_9364	5.843521	-6.545269
k141_25467	4.368849	17.316998
k141_29468	-0.78036195	4.79529
k141_9365	3.1892834	4.488485
k141_1142	7.7898116	2.7529113
k141_29471	6.433159	2.7181044
k141_5289	6.5126925	14.751852
k141_9367	1.869275	4.4338703
k141_17035	4.928199	17.084747
k141_9369	1.9779638	4.978023
k141_29474	1.2332282	4.4932065
k141_1143	8.691887	1.6563712
k141_5294	4.2026196	17.166126
k141_1144	7.3950133	1.7738156
k141_29477	6.1326265	5.567721
k141_9371	0.28673515	6.068504
k141_17038	7.4810166	6.99657
k141_1146	7.6868453	7.911778
k141_9373	6.39947	14.306466
k141_17039	3.832232	4.5883813
k141_25468	5.8915725	-6.904619
k141_13203	6.614759	3.8971694
k141_5299	0.005612875	4.1484375
k141_9376	7.136822	6.027685
k141_1147	5.9061184	2.7227752
k141_5300	6.9256473	3.817237
k141_29485	8.079269	1.3369633
k141_25474	6.6199865	5.780242
k141_1148	5.7063937	4.9369116
k141_13207	6.3396196	6.711051
k141_1150	6.332074	14.492228
k141_17045	7.0185266	1.4544945
k141_29486	3.51252	4.8390136
k141_5305	3.350604	4.0511813
k141_13208	3.0267022	5.0054193
k141_1151	4.7757316	16.84667
k141_5306	-1.1954912	4.1077347
k141_9384	5.902533	-5.0173345
k141_25477	4.8743167	17.033772
k141_1153	2.011514	4.4719214
k141_5308	8.098341	1.8463396
k141_17047	5.8157883	-5.2288227
k141_1154	5.147559	4.346368
k141_25480	5.1952014	5.957405
k141_29490	8.040738	7.0376396
k141_1155	6.976424	-5.4169083
k141_5311	6.456524	14.781306
k141_17048	6.340272	5.0862823
k141_1156	-0.64341915	4.6454535
k141_25481	5.016074	16.839428
k141_9387	6.0333395	3.519242
k141_29494	6.671232	2.7140093
k141_1159	0.27947876	6.1754937
k141_5313	7.9857273	2.1399443
k141_17055	4.518956	17.201612
k141_1161	2.585263	4.1683345
k141_9392	4.6556582	3.2004647
k141_13225	5.9477186	-5.031975
k141_29498	9.133968	7.8273244
k141_13227	3.1729498	4.1918116
k141_17056	8.361056	7.3322124
k141_9395	5.0252204	16.462183
k141_29499	5.006411	15.642158
k141_1164	2.9496312	4.2419214
k141_9396	7.4587283	1.3691494
k141_17058	5.858438	-5.11365
k141_29501	0.32057294	5.1206856
k141_13228	8.531629	1.2318183
k141_1166	4.3299727	4.088369
k141_5325	7.4012475	7.2152123
k141_17060	6.3778	6.798368
k141_29504	5.9970665	5.099826
k141_13230	8.597321	8.27741
k141_9397	8.1044855	1.2226688
k141_17064	5.4802585	5.5060997
k141_5328	6.827265	-4.339782
k141_25483	5.0799665	17.244265
k141_5329	4.91356	5.767455
k141_29505	6.268918	9.277724
k141_25484	6.1661754	14.323533
k141_17068	-1.7204332	3.8066144
k141_13232	4.8434544	17.274345
k141_13233	7.4912014	2.159116
k141_25487	6.937921	3.5440574
k141_1174	7.6849675	5.744139
k141_29506	6.221195	6.154962
k141_5337	0.32724687	5.8525853
k141_13234	5.6321507	15.8049345
k141_17072	7.2521143	6.29184
k141_5339	6.0857434	14.454425
k141_13235	7.455754	6.387729
k141_5342	6.385827	14.410851
k141_17074	5.4443903	5.01862
k141_1176	8.232219	1.6776816
k141_29509	8.322161	5.2810607
k141_5344	5.5748477	3.1361983
k141_1179	0.46737975	5.841771
k141_5345	6.3684864	5.3784833
k141_1180	1.3379592	4.6614723
k141_29510	0.15303047	4.995082
k141_13241	4.9026794	3.6270933
k141_25495	7.137601	4.0086837
k141_17076	8.045127	6.49627
k141_25496	7.1625533	7.244274
k141_5349	5.598651	15.913008
k141_1183	5.3975453	5.10263
k141_13242	7.4661303	0.8909395
k141_5350	-1.1121184	4.2178297
k141_17077	5.562784	16.031769
k141_29512	7.8498583	6.021698
k141_25497	6.3746963	5.8437977
k141_13245	3.7153292	4.5698457
k141_29515	7.19778	1.8269466
k141_17079	7.0763273	1.4714361
k141_25500	7.4984016	7.709056
k141_5355	1.995597	4.58711
k141_1184	5.7998924	-5.582428
k141_9402	8.430795	5.267372
k141_13246	9.093584	8.16747
k141_5356	2.6211154	4.495022
k141_25501	2.8063705	4.47189
k141_9403	4.7112947	4.7058916
k141_1186	6.286784	-5.5978403
k141_17084	6.759087	6.3901024
k141_5361	6.1197276	3.082892
k141_5362	7.683781	1.2110603
k141_25508	3.1333292	4.7696176
k141_13248	9.117867	8.105412
k141_1193	6.1828938	14.550535
k141_13249	0.43740803	5.8697114
k141_1194	4.141187	3.430275
k141_17088	-1.6762459	4.119229
k141_9405	9.056605	7.6126194
k141_5365	8.840285	1.5366201
k141_17090	6.24231	3.0044742
k141_9409	0.66546464	5.463893
k141_17092	2.4288273	4.550752
k141_13251	5.628157	4.4447074
k141_9410	5.0232086	3.2516282
k141_1201	5.349201	14.934168
k141_29517	8.9847145	5.296372
k141_5372	-1.1026211	4.0698957
k141_1202	2.4917455	4.150963
k141_9412	8.162159	1.2838082
k141_13252	0.94478935	4.712252
k141_29521	7.3808236	-5.8622146
k141_25509	9.305707	5.387958
k141_5373	6.123871	2.9696143
k141_1205	6.395866	14.944157
k141_9417	6.15972	4.99452
k141_13258	3.3074148	3.8450098
k141_25510	8.218122	1.3827335
k141_29522	7.8270316	14.952575
k141_9419	1.7173998	4.3796945
k141_17094	4.8855844	17.299286
k141_29524	5.9142036	6.3170686
k141_1208	5.00245	16.312109
k141_13260	-0.945659	4.73123
k141_1209	0.9834897	5.9129686
k141_25511	4.5429573	3.2785552
k141_29528	8.130687	8.228497
k141_17096	6.6878824	2.1419811
k141_1210	3.143634	4.3028502
k141_5384	0.96863055	4.9515033
k141_9423	7.5327725	5.3548627
k141_17097	2.11607	4.336524
k141_17099	2.5211468	4.077989
k141_13266	8.670719	1.4039044
k141_5388	5.586673	5.4554048
k141_29532	0.70430344	4.297464
k141_1211	5.1954613	2.6251776
k141_25515	5.47257	16.367693
k141_5389	7.3879814	1.1985161
k141_5390	1.2475879	4.9077244
k141_17103	6.1812096	14.78891
k141_29534	2.8405771	4.384742
k141_1215	6.4552174	3.437875
k141_5392	-0.6667456	4.6232347
k141_29536	5.765784	15.361871
k141_25520	6.061696	5.644404
k141_13274	8.999119	8.150307
k141_1219	1.0241653	4.831846
k141_13275	4.799563	16.394238
k141_25523	4.094415	4.1083927
k141_5400	-0.62392986	4.4408793
k141_1222	1.1062648	5.335142
k141_1225	0.88669765	5.4567018
k141_9429	8.021106	5.1775775
k141_5406	0.1651191	6.240068
k141_13283	3.8848705	4.7706947
k141_9431	1.7612333	4.6720495
k141_25527	4.6344337	17.206526
k141_1229	-0.81612265	4.6741486
k141_9432	1.5964038	4.598398
k141_29538	5.997535	-7.021529
k141_29539	3.4936097	4.4641843
k141_1231	4.600986	4.4921145
k141_5408	1.1052622	5.360434
k141_9434	7.427094	1.4017823
k141_1232	6.0885863	6.2733526
k141_5409	7.720509	7.6479254
k141_29540	-1.2725136	4.2835083
k141_9435	6.3616385	6.5145006
k141_25533	0.2436034	4.892483
k141_1234	0.8007133	5.153778
k141_9437	0.31498358	5.353425
k141_5410	-0.58577204	4.9185677
k141_1235	3.0650709	5.0710573
k141_25534	5.7937927	-5.5315437
k141_1236	4.3265986	17.282753
k141_13285	8.1394825	6.0204926
k141_29545	-1.6307718	4.552486
k141_5412	6.2409587	14.281161
k141_5413	6.8937554	1.7584227
k141_9444	5.2167206	3.6478233
k141_5415	-1.1142327	4.4695344
k141_9447	7.6531625	1.7515477
k141_25543	6.356868	-6.660074
k141_1240	6.9765706	3.022316
k141_29546	1.7020227	5.336083
k141_9448	7.6930714	5.5491214
k141_1241	7.928352	8.246927
k141_5419	4.9911523	5.195239
k141_29548	7.9611263	1.1582769
k141_5420	4.1851897	4.6333356
k141_1242	5.450936	5.627095
k141_9450	7.386309	6.7369356
k141_13288	8.134675	6.063055
k141_17104	8.139158	15.063926
k141_1243	4.8329268	4.385063
k141_25544	5.117277	17.239616
k141_17105	2.9827735	4.369978
k141_13289	6.4957194	2.022601
k141_1245	6.433879	14.612018
k141_29549	8.596557	6.879633
k141_25545	7.540578	1.2144986
k141_5430	0.35428447	5.3875136
k141_9453	5.47233	16.224455
k141_13290	4.622436	17.011187
k141_29552	4.75936	2.6040728
k141_9455	5.9380183	-5.7247567
k141_5431	-1.7933956	4.4593472
k141_17110	-0.7002813	4.750922
k141_1248	5.8565164	-6.7262993
k141_9457	4.6253376	3.772026
k141_25548	8.0440445	2.2768517
k141_29553	2.9449396	5.3377166
k141_1250	4.531509	16.854647
k141_9458	8.052252	7.697911
k141_29554	6.565226	6.283698
k141_5438	2.7777715	4.2129087
k141_13292	7.1526585	6.2501955
k141_1254	1.6370413	5.327292
k141_9463	0.83111733	4.571632
k141_17111	4.909324	5.629195
k141_5442	5.5802593	15.205284
k141_13296	6.893581	2.236039
k141_1255	8.856305	1.4649277
k141_17112	-0.7709868	4.5578403
k141_9469	-1.0674239	4.0535517
k141_25550	5.0553346	17.121456
k141_1259	5.5921245	2.7333837
k141_13299	5.15512	4.059112
k141_9471	-1.9987441	3.9431822
k141_29565	8.44623	5.553797
k141_1263	6.759264	4.3554897
k141_5451	7.5412707	0.912619
k141_29567	3.1014273	3.3426194
k141_13304	-0.8952183	4.5580525
k141_5455	-1.1220639	3.988728
k141_29569	4.368286	3.729129
k141_25556	4.755677	17.200033
k141_17116	7.370678	2.5643988
k141_5458	4.839362	16.279358
k141_29573	6.7718506	4.9346795
k141_5462	6.3505096	14.942038
k141_13310	5.908621	-6.7562747
k141_17120	1.24255	5.053836
k141_5463	5.2456474	3.15712
k141_29577	7.9264526	1.3415512
k141_29578	4.615163	4.7170963
k141_1265	9.310213	5.409202
k141_5467	0.49979338	5.073552
k141_1266	1.1728418	4.8547387
k141_29580	6.11528	6.493157
k141_1267	6.811311	6.314916
k141_13312	6.2507815	3.8843749
k141_5469	1.55308	4.9291763
k141_25559	8.322777	5.2140775
k141_17126	-0.90433216	4.3925295
k141_5470	7.2704744	7.631761
k141_29581	6.730933	6.8337216
k141_13314	5.9886713	-5.141779
k141_25561	6.116973	-5.236029
k141_29582	0.84990364	4.94294
k141_29583	7.4297047	-5.911399
k141_17130	4.555168	4.121608
k141_5472	6.466194	5.496946
k141_29585	6.467939	14.889386
k141_1268	4.646243	17.20609
k141_13316	6.3002405	2.985158
k141_9472	5.939308	-6.7821116
k141_17132	7.970043	7.9334865
k141_25562	8.276988	6.305383
k141_17133	-1.3498971	4.078116
k141_29586	1.6987535	5.148939
k141_5477	4.5744276	4.585256
k141_17136	6.482864	6.7262344
k141_9478	6.4243765	6.753525
k141_29588	-0.6978053	4.6463947
k141_13319	5.490756	16.678955
k141_29589	6.976138	3.1284125
k141_13320	8.825985	1.4733721
k141_29590	7.304107	1.7712828
k141_17140	3.7577126	4.1397324
k141_25566	4.947361	4.6299458
k141_5480	6.006142	4.820975
k141_1272	11.2611885	6.1499166
k141_25569	7.5056357	2.2207716
k141_17142	8.707757	1.3935522
k141_1273	-1.444899	4.051137
k141_9481	5.4243517	16.713005
k141_29597	6.194414	6.3268566
k141_17143	1.5154058	5.0710588
k141_13323	-0.74849087	4.7359047
k141_1275	7.0005574	1.6768092
k141_17145	5.696849	5.666469
k141_29599	2.6823552	4.1392593
k141_1276	4.7835937	17.251772
k141_25574	4.219789	17.028023
k141_9488	-1.7813287	4.239308
k141_13325	3.4797754	4.104073
k141_5492	5.4624395	16.190228
k141_17148	6.6217747	2.0074816
k141_1278	3.528835	3.8898718
k141_25575	4.6206064	17.055983
k141_17149	4.9935513	4.6181674
k141_1279	2.2431061	4.649403
k141_29608	4.6303864	16.635172
k141_5493	6.251538	3.0324244
k141_9489	8.480545	6.48307
k141_17150	2.3709548	4.9475527
k141_25578	6.1890936	14.20993
k141_29611	7.2991695	3.0017169
k141_5495	7.166403	7.108751
