ID	length	GC	coverage
k141_8609	2305	45.60	5.03471
k141_8614	1087	51.61	3.4287
k141_8619	2598	35.84	3.61624
k141_8620	2517	29.64	4.68494
k141_8623	2566	56.82	7.72876
k141_8624	2339	46.00	6.03121
k141_8627	4418	56.32	6.11928
k141_8629	1306	50.69	3.29326
k141_8633	1190	47.90	5.87311
k141_8636	1724	53.13	8.0087
k141_8637	1211	50.29	4.92651
k141_8638	1338	61.51	4.28326
k141_8639	2104	41.92	4.4577
k141_8645	1285	65.45	3.79144
k141_8646	3291	50.35	13.2783
k141_8648	1490	43.69	4.2906
k141_8649	2611	61.43	4.56109
k141_8655	1474	43.55	5.36635
k141_8656	1197	62.16	8.69006
k141_8658	1112	61.78	7.82284
k141_8659	9753	67.43	7.72337
k141_8661	1322	75.57	3.25113
k141_8662	2509	51.49	4.45915
k141_8666	2944	42.36	42.359
k141_8667	3829	48.21	6.51371
k141_8673	5207	50.05	7.29652
k141_8676	1509	56.99	9.1617
k141_8679	1807	48.15	4.79745
k141_8681	2627	44.54	7.19794
k141_8684	2817	42.49	3.64146
k141_8685	3296	47.60	4.72725
k141_8689	1423	34.72	4.04076
k141_8691	1051	55.28	5.92388
k141_8693	4254	56.70	7.23695
k141_8694	1891	31.25	4.99365
k141_8701	2356	48.05	6.01146
k141_8705	1680	58.99	5.31726
k141_8712	1372	44.83	5.98469
k141_8714	3238	58.71	5.08246
k141_8717	3768	62.87	6.12394
k141_8721	1388	61.02	4.7817
k141_8723	1209	33.91	3.93797
k141_8726	1248	49.12	4.89103
k141_8727	1035	65.51	2.7343
k141_8728	1634	60.28	13.5991
k141_8729	1879	58.49	6.18095
k141_8734	1049	42.33	2.84557
k141_8737	3514	58.71	6.22624
k141_8738	1207	48.30	4.81359
k141_8744	1848	47.08	4.72998
k141_8747	2960	55.88	4.71351
k141_8749	1612	56.33	3.04715
k141_8750	1905	52.39	18.8845
k141_8754	2732	60.83	5.7716
k141_8756	2314	21.35	4.43388
k141_8759	44903	46.76	35.1058
k141_8765	1345	53.90	4.76729
k141_8766	1445	55.16	5.37785
k141_8768	1167	40.19	5.42845
k141_8773	4893	61.35	6.63622
k141_8774	3107	62.63	8.74026
k141_8777	7230	60.53	7.30636
k141_8780	1044	53.35	4.29598
k141_8784	3725	58.26	5.66523
k141_8787	4906	55.93	7.67876
k141_8791	1040	48.17	3.73269
k141_8792	1284	56.39	12.535
k141_8793	8296	47.29	19.7002
k141_8794	1982	62.61	5.61806
k141_8798	3182	51.79	5.80955
k141_8799	4236	52.50	5.61308
k141_8801	1017	46.90	2.35103
k141_8802	1419	30.16	4.41649
k141_8804	2722	48.02	7.06392
k141_8809	3413	53.53	7.77058
k141_8815	1756	55.64	4.41287
k141_8816	3260	57.52	9.16564
k141_8819	4706	50.76	6.82384
k141_8820	1279	21.97	3.25332
k141_8823	1659	54.19	4.84087
k141_8827	3059	43.45	4.94606
k141_8833	1551	51.45	4.81625
k141_8834	1266	49.37	4.43681
k141_8836	10685	60.05	16.6646
k141_8840	2217	32.79	32.2418
k141_8847	2225	58.20	3.79146
k141_8848	1086	48.53	2.32505
k141_8852	1097	26.89	3.64995
k141_8856	1000	25.30	2.838
k141_8857	1068	46.07	4.44663
k141_8860	3000	56.70	5.402
k141_8863	5162	54.88	7.58485
k141_8867	4813	50.43	5.00623
k141_8869	3273	41.80	5.72991
k141_8870	3306	40.05	4.98155
k141_8873	2389	45.63	5.11093
k141_8874	2636	59.52	7.33308
k141_8878	1108	68.86	3.75451
k141_8880	1162	50.95	3.91308
k141_8886	4594	43.27	5.44145
k141_8889	1209	59.31	5.06534
k141_8890	3676	53.65	5.8161
k141_8894	2700	42.26	5.56519
k141_8895	2202	57.27	5.87239
k141_8897	7511	38.93	6.52842
k141_8898	1774	55.52	3.61218
k141_8903	1133	53.22	4.71845
k141_8907	3667	54.65	8.03191
k141_8913	16386	58.12	15.0337
k141_8920	2638	50.08	6.77142
k141_8921	1293	52.59	4.11137
k141_8924	1211	56.73	6.75062
k141_8928	1018	43.81	3.07466
k141_8930	1060	35.66	2.80283
k141_8932	1097	67.82	4.31267
k141_8935	1130	45.22	5.01062
k141_8936	3159	39.09	6.14055
k141_8939	2435	41.11	3.49363
k141_8942	5171	52.49	6.30188
k141_8943	1060	32.83	3.81132
k141_8945	1561	44.97	4.86803
k141_8948	1074	22.25	3.04935
k141_8949	3229	60.20	5.24187
k141_8950	1973	53.02	4.57932
k141_8951	2508	53.35	5.09171
k141_8953	1113	62.17	5.63522
k141_8954	2985	60.67	7.52161
k141_8955	1660	49.34	3.59458
k141_8963	1803	47.64	4.86578
k141_8964	1414	61.95	5.28642
k141_8967	2102	43.67	5.16984
k141_8968	1254	37.16	5.30303
k141_8971	1176	67.60	3.51105
k141_8972	1323	40.67	5.75435
k141_8975	1710	62.22	5.47953
k141_8976	36844	55.92	17.781
k141_8982	1123	45.15	3.05877
k141_8983	7471	60.82	6.84099
k141_8986	1284	50.78	5.34268
k141_8987	2403	41.20	5.32335
k141_8994	1713	46.76	5.31524
k141_8996	5655	55.99	14.4571
k141_9005	3156	54.66	6.57541
k141_9007	1051	40.44	2.99144
k141_9010	1728	53.30	5.08738
k141_9015	8488	61.32	7.41352
k141_9017	2198	58.74	4.72475
k141_9024	1164	40.89	5.98454
k141_9029	16798	31.90	12.8399
k141_9030	2377	60.08	6.39798
k141_9031	1552	58.25	5.84987
k141_9032	1879	55.61	5.13465
k141_9035	1981	46.19	5.18829
k141_9036	1259	48.85	4.03733
k141_9038	1156	44.90	4.75865
k141_9042	1036	68.53	2.59266
k141_9045	1034	48.45	5.69632
k141_9047	1866	52.68	12.4657
k141_9048	9708	56.86	6.70941
k141_9050	1241	36.18	4.30298
k141_9052	3344	58.85	6.30712
k141_9054	1100	43.00	3.91727
k141_9059	2038	54.47	7.43081
k141_9060	1196	53.18	3.08278
k141_9062	1796	43.37	4.73441
k141_9065	2017	60.68	11.3515
k141_9068	1236	44.58	5.04126
k141_9069	1309	45.15	4.09473
k141_9070	1289	49.57	4.63848
k141_9078	2926	64.29	6.97368
k141_9084	1654	51.27	4.46252
k141_9090	2055	46.03	4.03212
k141_9091	2326	51.38	6.66939
k141_9094	3106	52.12	4.96716
k141_9096	1108	49.82	5.52166
k141_9101	1130	51.50	4.08053
k141_9106	1104	30.62	7.70471
k141_9111	1034	51.64	4.61702
k141_9113	1027	67.19	3.7741
k141_9115	10780	54.01	7.58219
k141_9117	3075	54.93	5.0761
k141_9128	2295	50.63	6.99695
k141_9132	1818	41.09	3.52585
k141_9142	12517	56.88	16.7654
k141_9144	1530	51.11	4.47712
k141_9151	2632	52.13	6.40653
k141_9153	3252	69.40	3.6436
k141_9155	1654	29.99	4.59129
k141_9158	1979	49.77	6.03133
k141_9160	1551	39.20	4.39652
k141_9163	3260	60.77	5.80583
k141_9169	3713	56.58	5.85106
k141_9176	1044	44.54	3.28161
k141_9179	1062	54.99	3.0951
k141_9180	1229	48.41	3.3751
k141_9187	2931	56.06	6.09997
k141_9188	1001	58.54	4.62438
k141_9190	1984	29.49	5.16835
k141_9191	1999	51.33	5.73887
k141_9193	3648	57.43	5.77166
k141_9194	1106	56.24	3.87523
k141_9197	1297	66.77	4.22591
k141_9198	2022	55.69	5.00841
k141_9199	3354	35.18	41.8417
k141_9202	1085	53.46	3.44608
k141_9203	8033	56.90	9.33624
k141_9205	2785	56.95	5.37846
k141_9208	1865	39.68	4.00375
k141_9211	1678	52.98	5.56198
k141_9214	1257	52.43	4.28162
k141_9221	42252	62.62	7.70617
k141_9224	11523	55.73	7.74009
k141_9225	1493	63.23	4.68989
k141_9228	2166	50.09	4.81625
k141_9230	2346	59.34	5.66283
k141_9239	2729	56.58	4.38073
k141_9249	1193	42.50	4.11651
k141_9250	1012	59.49	5.50692
k141_9252	2115	46.48	5.06809
k141_9253	3137	51.39	4.45553
k141_9255	20994	32.15	13.1506
k141_9256	1532	44.19	4.69648
k141_9257	1365	54.73	6.09597
k141_9259	1352	46.01	3.85947
k141_9260	2102	47.34	3.44529
k141_9263	1577	48.89	5.36842
k141_9265	1654	59.25	6.6717
k141_9272	2121	53.04	6.94767
k141_9278	1632	58.09	4.76348
k141_9279	1581	38.84	4.32005
k141_9280	3478	47.50	5.77976
k141_9283	1399	25.38	3.08292
k141_9284	2219	43.08	5.95764
k141_9290	8890	60.36	6.77672
k141_9295	2542	55.35	14.6546
k141_9298	1823	49.48	4.4136
k141_9306	1567	52.90	5.80728
k141_9308	1068	62.83	6.96629
k141_9310	1092	56.59	4.5
k141_9312	1085	33.09	4.80184
k141_9316	2470	58.10	15.3085
k141_9321	1247	56.86	4.50682
k141_9330	1121	45.14	3.44068
k141_9331	1895	55.15	4.5314
k141_9332	1448	27.14	4.83425
k141_9334	4682	50.34	5.89129
k141_9337	4119	61.37	7.60743
k141_9339	1333	47.56	3.5964
k141_9340	1891	61.18	6.98255
k141_9345	2537	58.38	4.78754
k141_9355	2524	27.97	13.9576
k141_9361	1575	49.84	4.63238
k141_9363	1330	58.05	5.05414
k141_9364	2650	65.21	6.33057
k141_9365	1431	47.59	3.74703
k141_9367	1033	45.01	6.19942
k141_9369	1515	43.23	6.06205
k141_9371	2191	34.28	5.5874
k141_9373	1032	24.61	4.32171
k141_9376	1082	58.87	4.07948
k141_9384	1047	59.22	4.28367
k141_9387	4834	54.03	5.61047
k141_9392	1911	51.70	10.1209
k141_9395	1865	37.59	5.68311
k141_9396	1110	61.08	4.53964
k141_9397	4041	58.43	6.07498
k141_9402	21314	53.59	14.857
k141_9403	1270	49.69	3.84173
k141_9405	6481	61.49	5.45487
k141_9409	1288	40.84	1.9441
k141_9410	1014	55.23	4.25641
k141_9412	1572	63.61	5.67557
k141_9417	1271	56.81	6.30291
k141_9419	1482	44.26	5.23077
k141_9423	3391	55.59	4.83722
k141_9429	11902	50.34	13.8503
k141_9431	1813	44.29	3.2824
k141_9432	1387	44.41	5.47801
k141_9434	1449	60.59	5.3499
k141_9435	1250	56.88	3.4704
k141_9437	1025	36.49	3.63805
k141_9444	2238	51.52	5.87355
k141_9447	1162	58.86	5.39157
k141_9448	4205	55.01	6.44376
k141_9450	1626	58.24	15.8223
k141_9453	4288	33.28	5.59165
k141_9455	1208	63.25	5.44123
k141_9457	1241	52.05	5.03465
k141_9458	2897	60.10	3.62133
k141_9463	1194	42.80	4.87772
k141_9469	1368	47.88	3.48684
k141_9471	1997	48.52	4.47621
k141_9472	20007	61.43	7.4254
k141_9478	1330	59.25	4.67293
k141_9481	6356	35.16	5.27423
k141_9488	1801	43.75	4.31594
k141_9489	4269	57.53	7.91637
k141_9493	1216	44.57	5.52303
k141_9496	16229	57.01	16.9485
k141_9498	2104	44.44	26.3788
k141_9501	1216	47.45	3.78372
k141_9502	1729	60.15	6.36032
k141_9505	1051	49.29	3.78211
k141_9510	4425	54.03	5.48655
k141_9526	1575	45.33	6.51175
k141_9527	1971	59.61	3.68899
k141_9528	1089	49.04	2.7337
k141_9531	1112	68.88	3.21763
k141_9535	4012	57.08	6.17522
k141_9541	2572	59.29	5.58593
k141_9547	1951	46.18	4.35161
k141_9548	1120	50.54	4.79821
k141_9551	3606	52.19	6.46922
k141_9556	1741	44.69	4.54796
k141_9560	1835	59.40	48.6752
k141_9562	1101	64.58	3.4614
k141_9566	2277	59.90	6.08125
k141_9572	3154	60.72	6.84813
k141_9577	1003	49.65	2.66301
k141_9589	2109	60.60	5.85206
k141_9590	1386	52.38	6.36364
k141_9593	3061	58.80	6.98105
k141_9595	1002	44.91	4.58283
k141_9598	3705	64.99	6.85965
k141_9599	1242	61.03	5.80274
k141_9605	1474	39.55	4.84125
k141_9606	1923	50.86	6.4805
k141_9607	1121	49.69	4.51829
k141_9610	2819	56.19	4.92125
k141_9612	2228	41.11	3.61445
k141_9614	1554	51.99	3.93436
k141_9620	2353	61.62	5.87888
k141_9621	1481	43.15	3.41526
k141_9622	1494	54.82	3.20013
k141_9625	1620	68.58	3.00556
k141_9627	1263	31.27	3.78226
k141_9629	1523	55.81	12.998
k141_9635	4188	59.84	5.61557
k141_9644	3911	39.38	5.68908
k141_9645	2056	60.07	5.52481
k141_9649	1583	47.32	3.94757
k141_9651	2032	56.74	6.24409
k141_9654	1092	51.83	5.73168
k141_9655	1290	51.94	5.84574
k141_9657	1263	57.09	2.36421
k141_9659	1053	27.73	4.66287
k141_9666	1007	63.85	2.5144
k141_9668	1355	52.69	7.26642
k141_9670	1127	57.94	5.4339
k141_9671	2453	50.43	4.68691
k141_9672	2104	33.60	4.5076
k141_9675	1919	39.55	5.43616
k141_9682	2144	58.54	4.02938
k141_9684	3395	51.43	6.71576
k141_9689	1164	61.17	7.80584
k141_9695	1636	62.22	5.47372
k141_9699	4364	60.38	5.76581
k141_9703	7318	50.44	5.5369
k141_9704	8943	55.28	7.72481
k141_9705	4942	57.32	6.10401
k141_9707	6042	54.82	5.66452
k141_9710	1024	51.86	1.89648
k141_9712	1878	59.69	6.17838
k141_9721	1097	41.93	3.93984
k141_9723	1362	50.66	3.81938
k141_9726	1443	48.30	7.13791
k141_9729	9768	63.47	6.00532
k141_9730	1135	47.22	3.39207
k141_9731	18095	50.43	10.4834
k141_9735	1024	62.01	3.35156
k141_9736	4555	56.33	8.17563
k141_9737	1273	58.60	6.59859
k141_9738	5083	67.11	7.08027
k141_9748	5522	51.45	5.81384
k141_9751	1468	73.16	3.85422
k141_9758	1268	56.47	5.99132
k141_9759	4270	47.21	15.1501
k141_9762	2703	55.79	5.45172
k141_9763	1195	59.50	4.74812
k141_9768	1020	64.22	3.7902
k141_9769	1857	48.63	4.41357
k141_9773	1453	48.59	3.69443
k141_9774	1434	49.44	8.2113
k141_9779	2876	49.48	5.85709
k141_9780	1011	63.40	9.92087
k141_9784	5038	43.55	7.53474
k141_9785	2242	58.70	6.16503
k141_9788	1527	63.85	7.31041
k141_9794	1219	59.31	8.43068
k141_9795	1132	45.49	6.31184
k141_9797	1984	45.21	7.17188
k141_9798	16134	58.05	17.0117
k141_9812	1300	45.77	5.91385
k141_9815	1262	38.11	5.0523
k141_9817	1199	60.22	3.35613
k141_9819	1003	62.41	5.77966
k141_9823	1067	31.87	2.91659
k141_9824	1576	59.20	4.83185
k141_9826	8287	50.37	8.13829
k141_9831	1024	24.12	3.34766
k141_9840	1340	61.79	6.65
k141_9843	1227	54.28	4.74817
k141_9844	1821	59.14	8.14937
k141_9846	1193	57.08	5.24895
k141_9850	2259	55.29	9.50111
k141_9851	1360	40.74	5.05441
k141_9855	13349	59.10	16.7977
k141_9857	6510	44.04	6.35023
k141_9859	6129	64.43	7.03557
k141_9870	2167	58.19	3.16105
k141_9874	2123	45.03	3.58267
k141_9877	2293	65.02	7.62974
k141_9880	3429	65.21	8.86031
k141_9885	2831	44.15	5.44825
k141_9887	3801	39.20	5.41331
k141_9889	2405	58.88	5.57672
k141_9893	6586	54.37	6.186
k141_9896	1073	58.53	4.58527
k141_9900	1435	56.93	5.48571
k141_9901	1181	50.21	3.26842
k141_9904	1699	48.85	5.89406
k141_9907	1400	62.50	6.17571
k141_9910	1951	54.95	5.35418
k141_9911	5663	55.66	7.08988
k141_9912	6089	38.12	5.47266
k141_9918	2823	38.12	7.40347
k141_9922	4670	48.57	6.57923
k141_9923	2850	54.95	8.8007
k141_9927	2826	50.88	5.15464
k141_9929	1615	57.46	4.89598
k141_9932	1750	57.60	4.592
k141_9937	5606	57.63	6.10631
k141_9940	1022	68.79	3.94423
k141_9944	1389	53.71	3.95752
k141_9947	1299	51.50	3.67821
k141_9948	100639	33.43	13.797
k141_9950	1532	50.78	4.09073
k141_9952	1204	46.18	3.93522
k141_9953	4870	57.70	10.2881
k141_9955	1030	41.26	5.93981
k141_9964	2247	74.68	8.7579
k141_9965	2099	49.45	5.44402
k141_9969	3010	60.70	6.48372
k141_9973	1030	64.76	4.04951
k141_9976	5536	54.41	5.72218
k141_9977	1140	48.16	4.45702
k141_9978	1071	59.66	3.76657
k141_9979	1608	53.30	8.05784
k141_9981	1653	50.09	5.42529
k141_9984	2096	51.72	4.68893
k141_9986	5328	62.44	6.02815
k141_9991	3789	60.83	7.34917
k141_9996	1783	35.22	6.06506
k141_9998	3012	46.51	5.52258
k141_10004	3085	62.66	6.16564
k141_10007	1492	67.69	2.39075
k141_10011	1160	55.95	5.37069
k141_10016	1022	68.59	3.19961
k141_10022	2401	41.02	4.0404
k141_10028	3752	57.38	5.4968
k141_10029	212257	33.31	13.5393
k141_10033	2439	55.27	4.00902
k141_10035	1066	48.59	4.54221
k141_10037	4974	62.71	7.0569
k141_10038	1693	44.89	4.39811
k141_10040	1490	55.37	5.49463
k141_10043	6151	57.47	6.71614
k141_10047	1402	50.43	5.50713
k141_10058	2355	64.33	6.74777
k141_10061	1049	54.43	4.67969
k141_10063	1919	48.31	4.57061
k141_10064	1755	58.29	6.37379
k141_10065	1137	54.35	5.62533
k141_10070	1325	52.08	6.21208
k141_10071	1403	39.06	5.1953
k141_10073	2041	54.04	6.44145
k141_10081	2360	61.06	4.92161
k141_10082	12021	53.59	11.4857
k141_10084	2259	47.10	3.49402
k141_10091	1365	54.95	5.95092
k141_10093	1037	58.15	3.60174
k141_10094	1169	51.58	6.11035
k141_10096	1973	51.04	6.50634
k141_10097	1589	51.29	4.98553
k141_10101	4871	36.52	6.67543
k141_10104	2354	58.45	6.1215
k141_10105	2618	58.33	6.63904
k141_10107	7760	49.76	8.41353
k141_10108	1695	54.04	6.48496
k141_10109	15487	60.15	8.08672
k141_10111	2527	58.92	5.23981
k141_10112	1036	60.33	6.02896
k141_10115	1790	53.18	32.2302
k141_10124	4737	35.40	6.19717
k141_10128	1770	49.15	4.37797
k141_10129	1478	44.65	4.02571
k141_10132	1724	38.75	6.93329
k141_10133	1034	41.88	2.46132
k141_10134	1060	50.94	3.3783
k141_10135	2671	59.87	6.08723
k141_10136	2151	39.93	7.55695
k141_10139	1085	46.73	4.10691
k141_10142	2683	37.87	5.54789
k141_10145	1130	55.40	4.46549
k141_10146	1104	54.80	4.29529
k141_10147	2448	54.25	3.07557
k141_10148	1283	47.54	4.41699
k141_10151	2460	58.01	6.33862
k141_10155	1480	52.70	3.49459
k141_10157	1779	47.67	3.43002
k141_10159	1010	44.46	3.54356
k141_10160	3473	51.60	5.10538
k141_10161	1933	46.56	8.4656
k141_10164	1753	55.50	6.6332
k141_10172	1630	57.73	7.05276
k141_10173	1017	49.85	4.53786
k141_10175	1138	47.19	5.62917
k141_10182	2453	58.13	5.31431
k141_10188	1954	54.61	4.68833
k141_10192	1206	51.08	2.70481
k141_10207	1820	64.67	4.78681
k141_10208	1375	20.65	3.37091
k141_10210	1488	38.84	4.59341
k141_10215	1232	70.05	1.67614
k141_10216	1414	67.61	6.72207
k141_10223	1501	48.70	4.26516
k141_10224	1209	68.65	3.0794
k141_10225	3888	55.22	6.22865
k141_10228	2643	62.88	5.04313
k141_10231	2087	54.34	6.01294
k141_10233	1686	50.95	5.38553
k141_10238	5968	57.62	10.9573
k141_10239	1008	52.18	2.50893
k141_10240	1151	49.17	3.36229
k141_10241	1183	61.20	3.14117
k141_10246	3901	59.01	6.02333
k141_10250	1508	61.01	4.84151
k141_10251	1003	58.03	5.89831
k141_10255	1618	46.54	4.42831
k141_10259	7611	43.88	5.31954
k141_10262	2805	55.01	4.99893
k141_10263	1203	67.66	4.5744
k141_10267	6230	57.38	19.5607
k141_10269	1945	46.89	6.27969
k141_10270	4052	38.40	4.27567
k141_10273	1985	53.65	4.71335
k141_10274	5410	46.82	6.59131
k141_10276	1112	66.19	4.34892
k141_10279	5120	39.06	6.67949
k141_10280	1558	55.07	4.07766
k141_10290	2091	47.15	5.18938
k141_10296	2011	35.95	5.85132
k141_10301	2465	49.70	8.47465
k141_10302	1674	47.13	3.6601
k141_10303	2462	56.05	10.5654
k141_10309	1233	53.69	6.53041
k141_10310	4688	53.97	5.67811
k141_10312	2223	55.74	5.76158
k141_10314	1451	53.07	3.77326
k141_10315	1644	42.58	4.80231
k141_10316	2210	55.48	6.33439
k141_10319	1127	53.42	8.6087
k141_10321	1207	40.85	5.78459
k141_10324	1005	44.18	5.0199
k141_10325	2759	45.78	5.16165
k141_10326	1662	50.24	4.38327
k141_10327	1518	60.01	5.47167
k141_10334	1788	55.03	70.8714
k141_10337	2794	43.77	4.90086
k141_10341	1966	48.58	4.4588
k141_10345	2414	44.78	5.37655
k141_10346	1836	61.66	4.95316
k141_10349	1469	45.41	4.76855
k141_10355	1015	63.74	4.67488
k141_10356	1305	59.16	6.16322
k141_10358	6803	61.11	6.36763
k141_10362	4718	46.86	5.68779
k141_10363	2420	60.17	14.2897
k141_10365	2055	53.67	3.33625
k141_10370	1561	39.01	5.42665
k141_10372	1416	47.74	4.93927
k141_10373	1239	40.52	4.21953
k141_10375	1843	51.00	4.28106
k141_10376	7563	30.81	14.035
k141_10378	2737	51.33	12.8688
k141_10380	1001	42.76	3.41059
k141_10381	3353	39.40	5.52013
k141_10383	2990	61.24	4.97993
k141_10387	1621	58.48	4.94571
k141_10388	6710	37.66	5.84277
k141_10389	1752	37.33	6.04509
k141_10392	1235	39.76	3.5004
k141_10395	1307	55.32	5.1492
k141_10396	1035	52.46	4.58357
k141_10399	1684	39.49	3.36401
k141_10403	1941	61.62	5.64297
k141_10405	1111	53.65	4.43114
k141_10416	2016	57.39	5.84623
k141_10418	1050	56.76	5.48667
k141_10423	1577	58.59	5.3551
k141_10424	2279	67.88	7.1097
k141_10427	1059	36.07	4.18319
k141_10433	2650	50.08	6.24566
k141_10434	2372	43.72	4.59739
k141_10436	4079	61.04	6.68252
k141_10437	1447	54.87	13.0318
k141_10443	1039	54.38	3.15399
k141_10451	3343	33.29	11.4203
k141_10452	1279	72.56	4.04848
k141_10462	2348	58.52	5.00043
k141_10467	1572	45.17	4.60687
k141_10477	1069	59.12	4.30402
k141_10478	1307	61.21	4.88982
k141_10486	2444	51.76	4.50245
k141_10488	3118	64.30	6.9102
k141_10490	32804	43.03	35.4378
k141_10494	1446	65.84	2.77939
k141_10499	1044	58.81	2.85057
k141_10501	1757	62.32	7.85031
k141_10505	2464	44.93	4.66477
k141_10511	1829	47.95	4.40569
k141_10517	2469	61.85	8.24504
k141_10522	1301	52.65	6.0784
k141_10523	1747	57.07	7.5976
k141_10530	2010	63.83	6.28806
k141_10533	1435	53.66	4.36585
k141_10536	1171	60.63	5.33732
k141_10540	2020	57.67	3.61931
k141_10544	4601	59.44	9.38796
k141_10545	1860	55.97	3.60806
k141_10549	2049	54.42	4.73255
k141_10550	36295	34.36	14.8069
k141_10554	1313	61.77	3.73953
k141_10555	1933	60.22	6.09364
k141_10556	2496	55.09	12.6715
k141_10561	2817	49.73	5.8005
k141_10563	6880	58.07	7.46802
k141_10565	4455	65.39	5.8651
k141_10571	1535	64.23	6.30684
k141_10575	1858	55.33	4.64962
k141_10585	1258	50.24	5.22258
k141_10587	2068	61.65	5.44826
k141_10588	1123	47.91	4.11843
k141_10591	4048	59.49	5.37278
k141_10592	2229	57.38	6.69448
k141_10600	1811	47.49	3.45665
k141_10602	1538	57.35	3.77373
k141_10603	1611	54.00	4.34078
k141_10609	2947	60.71	6.64778
k141_10610	1076	58.64	5.65613
k141_10611	2366	60.74	9.44505
k141_10612	2981	60.58	7.74472
k141_10614	1081	44.22	3.17669
k141_10625	2185	52.77	5.3016
k141_10626	1016	49.41	2.79921
k141_10628	1015	71.53	3.23842
k141_10631	1451	53.00	6.14955
k141_10633	2293	57.65	6.10859
k141_10634	1232	47.97	3.49513
k141_10635	2488	50.32	6.01487
k141_10636	1733	50.66	17.7126
k141_10640	1614	42.13	3.9777
k141_10643	2336	55.69	4.26241
k141_10644	1098	55.56	4.49454
k141_10645	1067	68.04	3.70009
k141_10647	1710	56.14	4.77076
k141_10648	1165	51.59	256.81
k141_10652	1070	46.92	4.12991
k141_10653	4490	59.00	5.89733
k141_10654	63593	53.29	37.8998
k141_10658	1335	53.26	7.21873
k141_10659	1261	48.85	4.62014
k141_10660	2268	59.04	5.24339
k141_10661	14298	51.59	9.2329
k141_10663	1490	51.95	3.51342
k141_10664	1386	61.40	5.70058
k141_10668	1080	49.91	3.72685
k141_10669	1131	73.30	4.32891
k141_10673	3615	46.36	4.6
k141_10674	1532	55.16	4.27285
k141_10677	1072	53.82	11.8349
k141_10679	1159	50.39	5.41501
k141_10681	2735	56.16	4.68702
k141_10682	1304	56.21	3.7661
k141_10683	1523	38.35	4.00854
k141_10685	3659	51.05	6.23148
k141_10687	1163	50.39	4.74205
k141_10695	2485	39.56	5.21811
k141_10698	2091	55.00	7.12099
k141_10703	1561	51.89	6.29404
k141_10705	2710	58.27	4.56494
k141_10706	6588	56.30	8.03446
k141_10711	1220	46.97	1.94672
k141_10712	2207	47.21	4.57635
k141_10716	1032	52.52	3.62112
k141_10721	2551	52.41	4.88162
k141_10724	3231	43.73	8.30579
k141_10725	1474	54.41	19.5997
k141_10726	1002	59.78	9.37824
k141_10727	4012	61.47	6.29013
k141_10728	1296	24.92	3.78781
k141_10730	1027	37.00	6.62415
k141_10731	1079	46.43	4.96015
k141_10734	2963	64.73	6.87614
k141_10738	16659	55.23	14.4652
k141_10742	1061	47.41	7.25919
k141_10749	1175	57.11	4.95149
k141_10753	2158	46.01	7.00695
k141_10755	2445	57.67	5.35215
k141_10759	3200	43.97	5.76656
k141_10760	2290	43.10	4.24454
k141_10761	2160	43.01	6.90509
k141_10762	2852	56.66	4.30084
k141_10763	1531	44.28	4.84977
k141_10765	2077	36.06	5.81416
k141_10766	1921	40.45	7.19573
k141_10768	3036	50.36	4.41667
k141_10769	2208	55.62	5.72645
k141_10773	2525	58.18	6.00317
k141_10775	1823	55.40	6.774
k141_10779	23693	51.24	23.7023
k141_10780	5914	56.07	5.87284
k141_10784	5878	53.20	7.90507
k141_10786	3579	55.32	5.49986
k141_10787	3137	51.00	5.70481
k141_10788	1114	53.41	3.20287
k141_10790	3550	56.51	7.24197
k141_10792	1509	52.02	3.0497
k141_10796	1613	64.72	4.66956
k141_10805	1484	34.30	5.6186
k141_10807	4641	63.87	7.493
k141_10809	1161	52.54	4.36348
k141_10811	2862	53.67	35.1387
k141_10821	1890	51.96	7.14444
k141_10823	1111	62.74	4.43114
k141_10825	1679	53.31	4.05896
k141_10827	1130	60.09	2.4823
k141_10834	4079	32.88	13.7088
k141_10835	1539	59.45	6.66277
k141_10844	1285	53.54	2.78054
k141_10845	3343	65.36	6.26473
k141_10847	2986	44.81	4.27595
k141_10848	1470	62.11	6.46463
k141_10849	1069	57.44	4.18054
k141_10850	1012	60.08	2.21443
k141_10851	3067	64.46	8.13922
k141_10854	1735	57.41	3.95562
k141_10857	3145	57.97	6.72528
k141_10858	6233	56.52	14.4444
k141_10859	3662	44.76	6.32933
k141_10861	8975	55.42	7.61248
k141_10862	1616	55.63	3.22896
k141_10863	1455	58.14	6.02818
k141_10865	1580	59.56	7.07848
k141_10867	1294	57.88	5.2898
k141_10868	6464	44.51	7.7565
k141_10870	1041	72.43	2.25168
k141_10871	2040	58.63	5.97843
k141_10880	1473	45.62	3.55329
k141_10886	2614	50.61	5.34047
k141_10890	4354	53.22	6.29628
k141_10898	1446	46.68	4.02905
k141_10899	1348	50.89	2.98739
k141_10902	10585	63.14	8.06481
k141_10904	1262	42.87	4.23376
k141_10905	2769	43.55	3.93463
k141_10906	3210	62.02	7.90997
k141_10909	1185	47.85	3.65063
k141_10910	1473	44.74	4.64494
